order_date,sku_id,order_quantity
13-06-2022,3161BA,3
13-06-2022,3590BA,3
13-06-2022,2013AA,584
13-06-2022,2673BA,2240
13-06-2022,3570CA,10
13-06-2022,3413AA,1
13-06-2022,2956AA,10
13-06-2022,1967BA,138
13-06-2022,3125AA,3
13-06-2022,2847BA,116
13-06-2022,2317CA,494
13-06-2022,1224AA,95
13-06-2022,2513CA,3
13-06-2022,3494AA,10
13-06-2022,2317CA,40
13-06-2022,3533CA,888
13-06-2022,2513CA,1
13-06-2022,2277AA,78
13-06-2022,3551CA,45
13-06-2022,1497CA,4
13-06-2022,1882CA,1
13-06-2022,1695CA,1
13-06-2022,2923CA,6
13-06-2022,1385CA,7
13-06-2022,2255CA,3
13-06-2022,2255CA,3
14-06-2022,1499AA,1000
14-06-2022,3619CA,1400
14-06-2022,3358BA,2
14-06-2022,2632AA,2
14-06-2022,2336BA,50
14-06-2022,3619CA,2205
14-06-2022,1145BA,71
14-06-2022,2291AA,351
14-06-2022,3407CA,3
14-06-2022,1967BA,1230
14-06-2022,2229AA,7
14-06-2022,3193AA,1
14-06-2022,2317CA,2520
14-06-2022,3423CA,2
14-06-2022,2025AA,1
14-06-2022,3177CA,67.5
14-06-2022,3413AA,1
14-06-2022,3619CA,1367
14-06-2022,2291AA,560
14-06-2022,2315BA,50
14-06-2022,3413AA,20
14-06-2022,2044CA,9
14-06-2022,2220BA,3
14-06-2022,3590BA,4
14-06-2022,3570CA,17
14-06-2022,2229CA,2
14-06-2022,3407CA,2
14-06-2022,3610AA,3
14-06-2022,1083AA,3000
14-06-2022,3143CA,3
14-06-2022,2930CA,1
14-06-2022,2803BA,573
14-06-2022,1193BA,69
14-06-2022,3365CA,2
14-06-2022,2803BA,271
14-06-2022,3610AA,16
14-06-2022,2484BA,29
14-06-2022,3495CA,3
14-06-2022,2935BA,3
14-06-2022,2115CA,2
15-06-2022,2227AA,1
15-06-2022,3079BA,33
15-06-2022,3079BA,12
15-06-2022,1382CA,5
15-06-2022,3448CA,15
15-06-2022,2142CA,2
15-06-2022,1234BA,25
15-06-2022,1906CA,1
15-06-2022,1624CA,1
15-06-2022,2227AA,5
15-06-2022,2396CA,2500
15-06-2022,1445BA,2
15-06-2022,2847BA,200
15-06-2022,3345AA,20
15-06-2022,3404CA,4
15-06-2022,2673BA,1460
15-06-2022,2925CA,15
15-06-2022,3461CA,3
15-06-2022,1967BA,10
15-06-2022,1906CA,2
15-06-2022,1161AA,173
15-06-2022,3610AA,2
15-06-2022,1083AA,924
15-06-2022,2025AA,20
15-06-2022,1584BA,32
15-06-2022,1479CA,20
15-06-2022,2471CA,400
15-06-2022,1214CA,26
15-06-2022,1499CA,2
15-06-2022,1464AA,11
15-06-2022,2060AA,1
15-06-2022,2212AA,2
15-06-2022,2396CA,300
15-06-2022,2484BA,29
15-06-2022,1993AA,425
15-06-2022,1161AA,18
15-06-2022,1077CA,2150
15-06-2022,2041CA,33
15-06-2022,3407CA,1
15-06-2022,2714CA,1667
15-06-2022,2053BA,3
15-06-2022,2044CA,3
15-06-2022,2212AA,4
15-06-2022,2317CA,1256.67
15-06-2022,2930CA,10
15-06-2022,3098AA,1
15-06-2022,1283CA,1
15-06-2022,1464AA,2
15-06-2022,2930CA,5
16-06-2022,1921AA,1
16-06-2022,3420AA,2
16-06-2022,2396CA,1400
16-06-2022,2053BA,2
16-06-2022,2501CA,50
16-06-2022,1497CA,8.5
16-06-2022,1445BA,3
16-06-2022,2752AA,40
16-06-2022,3138CA,4
16-06-2022,1907AA,1
16-06-2022,2212AA,2
16-06-2022,2331CA,125
16-06-2022,3590BA,18
16-06-2022,2606AA,2
16-06-2022,1379CA,8
16-06-2022,2923CA,40
16-06-2022,3407CA,1
16-06-2022,3358BA,1
16-06-2022,2331CA,150
16-06-2022,1145BA,105
16-06-2022,3075BA,12
16-06-2022,2227AA,6
16-06-2022,2173CA,13
16-06-2022,1511CA,8
16-06-2022,1163CA,20
16-06-2022,1382CA,2
16-06-2022,1382CA,8
16-06-2022,1993AA,5
16-06-2022,1994AA,30
16-06-2022,3138CA,3
16-06-2022,3053AA,52
16-06-2022,2867AA,3
16-06-2022,3160BA,4
16-06-2022,2876CA,5
16-06-2022,3120BA,2
16-06-2022,1497CA,13
16-06-2022,2212CA,2
16-06-2022,1403CA,2
16-06-2022,3413AA,25
16-06-2022,1497CA,42
16-06-2022,2606AA,4
16-06-2022,1009AA,165
17-06-2022,2956AA,14
17-06-2022,2317CA,310
17-06-2022,1624CA,1
17-06-2022,1990AA,10
17-06-2022,2229AA,1
17-06-2022,3462AA,50
17-06-2022,1497CA,450
17-06-2022,1382CA,7
17-06-2022,1385CA,8
17-06-2022,1956CA,1
17-06-2022,1967BA,10
17-06-2022,2337CA,928
17-06-2022,3120BA,2
17-06-2022,2766AA,118
17-06-2022,1630BA,1
17-06-2022,2515BA,19
17-06-2022,3512AA,200
17-06-2022,1464AA,2
17-06-2022,2170BA,1
17-06-2022,3590BA,3
17-06-2022,2291AA,437
17-06-2022,3570CA,4
17-06-2022,1382CA,18
17-06-2022,3462AA,50
17-06-2022,2646AA,19
17-06-2022,1497CA,50
17-06-2022,1330CA,1
17-06-2022,2930CA,1
17-06-2022,3407CA,2
17-06-2022,1479CA,5
17-06-2022,2513CA,2
17-06-2022,3590BA,4
17-06-2022,3345AA,4
17-06-2022,2212AA,2
17-06-2022,1379CA,9
17-06-2022,3007CA,6
17-06-2022,3512AA,6300
17-06-2022,2766AA,71
17-06-2022,2956AA,5
17-06-2022,2564BA,105
18-06-2022,1214CA,55
18-06-2022,2970CA,3
18-06-2022,3025CA,1
18-06-2022,1379CA,18
18-06-2022,2227AA,11
18-06-2022,3125AA,4
18-06-2022,2227AA,2
18-06-2022,1624CA,1
18-06-2022,2336BA,399
18-06-2022,3125AA,2
18-06-2022,3193AA,10
18-06-2022,3003AA,1
18-06-2022,3084CA,1
18-06-2022,2935BA,1
18-06-2022,1163CA,110
18-06-2022,3448CA,80
18-06-2022,3495CA,38
18-06-2022,1956CA,1
18-06-2022,1497CA,3
18-06-2022,2337CA,11
18-06-2022,3413AA,1
18-06-2022,2953CA,1
18-06-2022,3053AA,5
18-06-2022,1497CA,76
18-06-2022,3533CA,100
18-06-2022,2025AA,40
18-06-2022,1009AA,204
18-06-2022,1130AA,293
18-06-2022,1445BA,3
18-06-2022,1145BA,68
18-06-2022,3404CA,2
18-06-2022,1382CA,50
18-06-2022,3494AA,30
18-06-2022,2953CA,1
18-06-2022,1990AA,6
18-06-2022,1970CA,160
18-06-2022,3399AA,3
18-06-2022,1224AA,375
18-06-2022,2342CA,200
18-06-2022,2515BA,48
18-06-2022,2315BA,163
18-06-2022,2277AA,120
19-06-2022,1970CA,100
19-06-2022,2013AA,210
19-06-2022,1497CA,4
19-06-2022,2326CA,700
19-06-2022,2336BA,120
19-06-2022,2317CA,632
19-06-2022,3138CA,2
19-06-2022,1130AA,1000
19-06-2022,2326CA,84
19-06-2022,1436BA,2
19-06-2022,1945AA,1
19-06-2022,1445BA,1
19-06-2022,1077CA,1943
19-06-2022,3533CA,100
19-06-2022,1979AA,15
19-06-2022,2935BA,3
19-06-2022,2930CA,6
19-06-2022,1464AA,28
19-06-2022,3420AA,1
19-06-2022,3177CA,135
19-06-2022,3053AA,15
19-06-2022,3193AA,3
19-06-2022,2606AA,1
19-06-2022,1403CA,1
19-06-2022,2025AA,7
19-06-2022,3404CA,4
19-06-2022,2277AA,169
19-06-2022,2317CA,350
19-06-2022,3461CA,1
19-06-2022,1956CA,1
19-06-2022,3177CA,56.25
19-06-2022,3448CA,40
19-06-2022,2170BA,5
19-06-2022,2277AA,242
19-06-2022,2923CA,137
19-06-2022,3461CA,24
19-06-2022,1971AA,1
20-06-2022,1382CA,4
20-06-2022,2016CA,55
20-06-2022,3462AA,100
20-06-2022,2016CA,170
20-06-2022,2621AA,1
20-06-2022,3345AA,2
20-06-2022,3365CA,20
20-06-2022,2988AA,1
20-06-2022,2326CA,30
20-06-2022,3378CA,300
20-06-2022,1921AA,1
20-06-2022,3399AA,2
20-06-2022,3413AA,3
20-06-2022,1993AA,315
20-06-2022,1630BA,2
20-06-2022,3143CA,4
20-06-2022,3160BA,15
20-06-2022,1497CA,50
20-06-2022,2142CA,2
20-06-2022,3533CA,2100
20-06-2022,3084CA,1
20-06-2022,3138CA,10
20-06-2022,2189CA,16
20-06-2022,3075AA,2
20-06-2022,2315BA,66
20-06-2022,3358BA,1
20-06-2022,1994AA,1250
20-06-2022,2935BA,209
20-06-2022,1511CA,10
20-06-2022,3533CA,3000
20-06-2022,3399AA,1
20-06-2022,3003AA,1
20-06-2022,1624AA,2
20-06-2022,3120BA,5
20-06-2022,3132BA,1
20-06-2022,3551CA,100
20-06-2022,3461CA,50
20-06-2022,2337CA,255
20-06-2022,3495CA,20
21-06-2022,1499CA,2
21-06-2022,1193BA,30
21-06-2022,3177CA,67.5
21-06-2022,2021CA,4
21-06-2022,1145BA,11
21-06-2022,3053AA,12
21-06-2022,2977BA,22
21-06-2022,2956AA,7
21-06-2022,3413AA,25
21-06-2022,1908AA,1
21-06-2022,3576BA,17
21-06-2022,1993AA,1.5
21-06-2022,3423CA,2
21-06-2022,1379CA,8
21-06-2022,2752AA,124
21-06-2022,1990AA,70
21-06-2022,2606AA,1
21-06-2022,1993AA,1620
21-06-2022,2923CA,4
21-06-2022,2714CA,750
21-06-2022,2621AA,3
21-06-2022,3365CA,1000
21-06-2022,1964BA,170
21-06-2022,2994CA,1
21-06-2022,1497CA,450
21-06-2022,1964BA,430
21-06-2022,2212CA,7
21-06-2022,1077CA,500
21-06-2022,2938CA,2
21-06-2022,2223AA,150
21-06-2022,3075BA,8
21-06-2022,2564BA,15
21-06-2022,2229CA,1
21-06-2022,3075AA,2
21-06-2022,1979AA,15
21-06-2022,2326CA,193
21-06-2022,2331CA,3
22-06-2022,2212AA,11
22-06-2022,2227AA,2
22-06-2022,2953BA,60
22-06-2022,2646AA,20
22-06-2022,2396CA,5060
22-06-2022,1126CA,18761
22-06-2022,1163CA,515
22-06-2022,1161AA,55
22-06-2022,1630BA,4
22-06-2022,3423CA,2
22-06-2022,2337CA,315
22-06-2022,1571AA,5
22-06-2022,3512AA,3675
22-06-2022,2930CA,1
22-06-2022,2173CA,4
22-06-2022,3420AA,3
22-06-2022,2291AA,8
22-06-2022,1882CA,1
22-06-2022,1367CA,1
22-06-2022,2970CA,2
22-06-2022,2236CA,5
22-06-2022,1979AA,25
22-06-2022,2265BA,4
22-06-2022,3533CA,500
22-06-2022,1906CA,2
22-06-2022,2785BA,582
22-06-2022,1317CA,1
22-06-2022,2291AA,164
22-06-2022,3404CA,3
22-06-2022,1979AA,152.5
22-06-2022,2021CA,13
22-06-2022,3461CA,10
22-06-2022,2923CA,4
22-06-2022,3193AA,2
22-06-2022,3143CA,5
23-06-2022,2876CA,4
23-06-2022,2867AA,41
23-06-2022,1956CA,2
23-06-2022,2054CA,1
23-06-2022,1993AA,815
23-06-2022,2348BA,1
23-06-2022,1993AA,325
23-06-2022,1163CA,55
23-06-2022,2212AA,6
23-06-2022,2953BA,30
23-06-2022,1206BA,12
23-06-2022,1584BA,1
23-06-2022,3084CA,1
23-06-2022,2212AA,3
23-06-2022,3027CA,1
23-06-2022,1077CA,750
23-06-2022,3365CA,1000
23-06-2022,3448CA,20
23-06-2022,1993AA,130
23-06-2022,3160BA,5
23-06-2022,3378CA,300
23-06-2022,3365CA,10
23-06-2022,3448CA,30
23-06-2022,3512AA,500
23-06-2022,3079BA,15
23-06-2022,2291AA,15
23-06-2022,1511CA,8
23-06-2022,3570CA,2
23-06-2022,1486CA,10
23-06-2022,3420AA,1
23-06-2022,1126CA,13458
23-06-2022,2956AA,23
23-06-2022,2956AA,8
23-06-2022,1586CA,2
23-06-2022,1077CA,290
23-06-2022,2044CA,11
23-06-2022,2044CA,4
23-06-2022,1145BA,10
23-06-2022,3533CA,100
23-06-2022,2970CA,1
23-06-2022,3619CA,473
23-06-2022,3462AA,50
24-06-2022,1445BA,1
24-06-2022,1193BA,8
24-06-2022,2326CA,36
24-06-2022,1163CA,78
24-06-2022,3502BA,2
24-06-2022,1993AA,2.5
24-06-2022,2953BA,30
24-06-2022,2953BA,50
24-06-2022,3551CA,950
24-06-2022,2953BA,158
24-06-2022,1906CA,1
24-06-2022,2331CA,40
24-06-2022,2729AA,40
24-06-2022,3044AA,1
24-06-2022,2096BA,4
24-06-2022,2513CA,1
24-06-2022,3138CA,2
24-06-2022,2953BA,120
24-06-2022,1993AA,375
24-06-2022,1967BA,210
24-06-2022,1379CA,7
24-06-2022,3462AA,50
24-06-2022,2291AA,2292
24-06-2022,3120BA,1
24-06-2022,3053AA,27
24-06-2022,2953CA,1
25-06-2022,1385CA,8
25-06-2022,3407CA,5
25-06-2022,3494AA,50
25-06-2022,3462AA,50
25-06-2022,2923CA,1
25-06-2022,3448CA,150
25-06-2022,2200CA,7
25-06-2022,2418CA,3090
25-06-2022,2515BA,119
25-06-2022,1992AA,67.5
25-06-2022,1379CA,7
25-06-2022,1382CA,10
25-06-2022,3413AA,2
25-06-2022,2953BA,30
25-06-2022,2189CA,3
25-06-2022,2277AA,269
25-06-2022,2212AA,6
25-06-2022,3084CA,1
25-06-2022,1077CA,5387
25-06-2022,2060AA,2
25-06-2022,1624AA,3
25-06-2022,1077CA,1932
25-06-2022,1695CA,1
25-06-2022,3120BA,3
25-06-2022,1116CA,500
25-06-2022,2458CA,6125
25-06-2022,2212AA,2
25-06-2022,2498BA,3
25-06-2022,1970CA,167
25-06-2022,3461CA,40
25-06-2022,1601AA,3
25-06-2022,1479CA,2
25-06-2022,2096BA,2
25-06-2022,2359CA,315
25-06-2022,1979AA,22.5
25-06-2022,1445BA,3
25-06-2022,3448CA,50
25-06-2022,1497CA,50
25-06-2022,1993AA,195
25-06-2022,2930CA,11
25-06-2022,1993AA,915
25-06-2022,3358BA,3
25-06-2022,2021CA,10
25-06-2022,2317CA,162
25-06-2022,1009AA,110
25-06-2022,3533CA,3570
26-06-2022,1497CA,26
26-06-2022,2714CA,2
26-06-2022,2814BA,2000
26-06-2022,2994CA,2
26-06-2022,1385CA,7
26-06-2022,2229AA,11
26-06-2022,2508BA,1
26-06-2022,1317CA,1
26-06-2022,2229AA,2
26-06-2022,3399AA,4
26-06-2022,1624CA,2
26-06-2022,1499CA,2
26-06-2022,1009AA,2365
26-06-2022,2673BA,676
26-06-2022,2054CA,5
26-06-2022,2956AA,5
26-06-2022,3138CA,4
26-06-2022,2066AA,6
26-06-2022,3025CA,1
26-06-2022,1214CA,376
26-06-2022,2223AA,1
26-06-2022,2293AA,10
26-06-2022,1630BA,1
26-06-2022,2564BA,58
26-06-2022,2277AA,35
26-06-2022,1009AA,261
26-06-2022,3461CA,20
26-06-2022,3345AA,7
27-06-2022,1464AA,6
27-06-2022,1083AA,4700
27-06-2022,3358BA,1
27-06-2022,1077CA,3414
27-06-2022,3413AA,2
27-06-2022,3495CA,15
27-06-2022,2277AA,922
27-06-2022,2923CA,3
27-06-2022,1630BA,5
27-06-2022,3143CA,8
27-06-2022,1514BA,1
27-06-2022,2867AA,44
27-06-2022,3358BA,1
27-06-2022,1970CA,21
27-06-2022,3399AA,4
27-06-2022,3120BA,5
27-06-2022,1964BA,15
27-06-2022,2041CA,1
27-06-2022,1382CA,7
27-06-2022,2501CA,595
27-06-2022,3619CA,3305
27-06-2022,2513CA,1
27-06-2022,3075AA,2
27-06-2022,1244AA,2180
27-06-2022,2923CA,82
27-06-2022,1367CA,1
27-06-2022,2277AA,10
27-06-2022,2953BA,30
27-06-2022,2953CA,1
27-06-2022,3378CA,250
27-06-2022,2953BA,60
27-06-2022,2291AA,223
27-06-2022,3399AA,5
27-06-2022,2053BA,2
27-06-2022,3407CA,5
28-06-2022,1479CA,4
28-06-2022,1630BA,2
28-06-2022,2291AA,270
28-06-2022,3533CA,2000
28-06-2022,1695CA,3
28-06-2022,3502BA,27
28-06-2022,1511CA,50
28-06-2022,2265BA,4
28-06-2022,2621AA,4
28-06-2022,3079BA,18
28-06-2022,3345AA,35
28-06-2022,1234BA,20
28-06-2022,2396CA,700
28-06-2022,2317CA,755
28-06-2022,1479CA,5
28-06-2022,1163CA,100
28-06-2022,2331CA,826
28-06-2022,3619CA,5280
28-06-2022,2025AA,20
28-06-2022,1445BA,2
28-06-2022,1193BA,35
28-06-2022,3365CA,20
28-06-2022,2317CA,20
28-06-2022,3079BA,114
28-06-2022,2646AA,36
28-06-2022,2025AA,17
28-06-2022,2938CA,20
29-06-2022,1992AA,85
29-06-2022,3079BA,14
29-06-2022,1445BA,1
29-06-2022,3053AA,30
29-06-2022,1009AA,100
29-06-2022,1265CA,5
29-06-2022,2142CA,2
29-06-2022,1967BA,402.5
29-06-2022,2646AA,10
29-06-2022,1582CA,1
29-06-2022,1479CA,5
29-06-2022,1499CA,2
29-06-2022,3250CA,2205
29-06-2022,2021CA,11
29-06-2022,2938CA,17
29-06-2022,1584BA,1
29-06-2022,1161AA,30
29-06-2022,3365CA,50
29-06-2022,1708AA,3
29-06-2022,1953AA,1
29-06-2022,1224AA,90
29-06-2022,2867AA,48
29-06-2022,3420AA,2
29-06-2022,2396CA,6140
29-06-2022,3619CA,840
29-06-2022,2396CA,420
29-06-2022,2970CA,1
29-06-2022,3178CA,1
29-06-2022,3420AA,2
29-06-2022,1330CA,1
29-06-2022,1511CA,15
29-06-2022,2016CA,1095
29-06-2022,3193AA,5
29-06-2022,1077CA,7999
29-06-2022,2060AA,2
29-06-2022,1967BA,350
29-06-2022,1486CA,5
29-06-2022,2994CA,1
29-06-2022,2013AA,35
30-06-2022,2621AA,20
30-06-2022,3495CA,10
30-06-2022,2025AA,8
30-06-2022,2564BA,4
30-06-2022,1994AA,750
30-06-2022,1993AA,282.5
30-06-2022,3193AA,2
30-06-2022,1964BA,1935
30-06-2022,1994AA,392.5
30-06-2022,2060AA,1
30-06-2022,1908AA,1
30-06-2022,1908AA,1
30-06-2022,2317CA,1000
30-06-2022,3345AA,4
30-06-2022,2173CA,2
30-06-2022,1317CA,1
30-06-2022,2621AA,4
30-06-2022,2498CA,1
30-06-2022,3407CA,2
30-06-2022,3495CA,15
30-06-2022,3551CA,146
30-06-2022,1497CA,110
30-06-2022,2498CA,2
30-06-2022,2331CA,80
30-06-2022,3177CA,67.5
30-06-2022,2923CA,4
30-06-2022,1624CA,5
30-06-2022,3250CA,200
30-06-2022,1624AA,4
30-06-2022,2234AA,3
30-06-2022,2923CA,6
30-06-2022,1630BA,1
30-06-2022,2189CA,2
30-06-2022,3193AA,14
30-06-2022,1967BA,400
30-06-2022,2956AA,4
30-06-2022,3378CA,50
30-06-2022,1907AA,1
30-06-2022,1009AA,635
30-06-2022,2044CA,6
30-06-2022,2727CA,4
30-06-2022,3399AA,3
30-06-2022,2953BA,40
30-06-2022,1953AA,1
30-06-2022,1601AA,3
30-06-2022,3138CA,2
01-07-2022,1382CA,10
01-07-2022,1009AA,58
01-07-2022,2953CA,7
01-07-2022,2814BA,4
01-07-2022,3494AA,50
01-07-2022,2236CA,4
01-07-2022,2727CA,6
01-07-2022,2039CA,4
01-07-2022,1907AA,3
01-07-2022,2013AA,50
01-07-2022,1317CA,1
01-07-2022,2016CA,55
01-07-2022,3177CA,67.5
01-07-2022,3448CA,40
01-07-2022,1126CA,850
01-07-2022,3420AA,2
01-07-2022,3551CA,3000
01-07-2022,1441AA,3
01-07-2022,2867AA,38
01-07-2022,1908AA,1
01-07-2022,3576BA,28
01-07-2022,3502BA,50
01-07-2022,3138CA,2
01-07-2022,3502BA,3
01-07-2022,3420AA,1
01-07-2022,2767AA,1
01-07-2022,1445BA,2
01-07-2022,1970CA,335
01-07-2022,3345AA,3
01-07-2022,3461CA,5
01-07-2022,2621AA,4
01-07-2022,2212CA,2
01-07-2022,2227AA,8
01-07-2022,3120BA,2
01-07-2022,3084CA,1
01-07-2022,2970CA,1
02-07-2022,2673BA,400
02-07-2022,2621AA,48
02-07-2022,1486CA,5
02-07-2022,1161AA,21
02-07-2022,2876CA,1
02-07-2022,1379CA,48
02-07-2022,2501CA,36
02-07-2022,3053AA,22
02-07-2022,1499CA,2
02-07-2022,1953AA,1
02-07-2022,1906CA,4
02-07-2022,1479CA,3
02-07-2022,3345AA,25
02-07-2022,2326CA,185
02-07-2022,1445BA,3
02-07-2022,2331CA,82
02-07-2022,2876CA,14
02-07-2022,2953BA,60
02-07-2022,3619CA,664
02-07-2022,3075BA,73.2
02-07-2022,2515BA,841
02-07-2022,3125AA,3
02-07-2022,2876CA,6
02-07-2022,2326CA,229.67
02-07-2022,2953BA,60
02-07-2022,2606AA,1
02-07-2022,2752AA,132
02-07-2022,3378CA,600
02-07-2022,3250CA,100
02-07-2022,2013AA,165
02-07-2022,2935BA,33
02-07-2022,1161AA,94
02-07-2022,2337CA,298
02-07-2022,1379CA,7
02-07-2022,3502BA,4
02-07-2022,2255CA,5
02-07-2022,3250CA,100
02-07-2022,1366BA,1
02-07-2022,2396CA,84
02-07-2022,2606AA,2
02-07-2022,2766AA,120
02-07-2022,1979AA,25
02-07-2022,3079BA,240
02-07-2022,2923CA,3
02-07-2022,1486CA,3
02-07-2022,1586CA,20
02-07-2022,3120BA,2
02-07-2022,3461CA,2
02-07-2022,1990AA,12.5
02-07-2022,2956AA,53
02-07-2022,1224AA,25
03-07-2022,3250CA,550
03-07-2022,1630BA,2
03-07-2022,3407CA,2
03-07-2022,3193AA,13
03-07-2022,1624AA,2
03-07-2022,1956AA,1
03-07-2022,1499AA,426
03-07-2022,1163CA,1010
03-07-2022,1385CA,59
03-07-2022,1224AA,110
03-07-2022,3271CA,1
03-07-2022,1163CA,53
03-07-2022,2053BA,17
03-07-2022,1366BA,1
03-07-2022,1385CA,7
03-07-2022,3502BA,2
03-07-2022,3053AA,31
03-07-2022,2673BA,347
03-07-2022,3079BA,18
03-07-2022,3495CA,35
03-07-2022,3533CA,500
03-07-2022,1584BA,1
03-07-2022,1161AA,25
03-07-2022,1077CA,1000
03-07-2022,2337CA,15
03-07-2022,1497CA,80
03-07-2022,1479CA,2
03-07-2022,3551CA,158
03-07-2022,2498CA,2
03-07-2022,2060AA,4
03-07-2022,1964BA,1.5
03-07-2022,2925CA,10
03-07-2022,3590BA,8
03-07-2022,3462AA,50
03-07-2022,3084CA,1
03-07-2022,3138CA,4
03-07-2022,1995AA,5
04-07-2022,1385CA,13
04-07-2022,3512AA,3150
04-07-2022,1330CA,1
04-07-2022,2564BA,21
04-07-2022,2564BA,187
04-07-2022,2115CA,2
04-07-2022,2501CA,24
04-07-2022,3079BA,14
04-07-2022,3120BA,3
04-07-2022,2021CA,6
04-07-2022,3138CA,5
04-07-2022,2025AA,1
04-07-2022,1083AA,1789
04-07-2022,2315BA,76
04-07-2022,3448CA,30
04-07-2022,3512AA,3800
04-07-2022,1464AA,2
04-07-2022,1499CA,2
04-07-2022,2021CA,11
04-07-2022,2876CA,1
04-07-2022,2867AA,40
04-07-2022,2117BA,14
04-07-2022,3407CA,3
04-07-2022,3495CA,15
04-07-2022,3132BA,1
04-07-2022,2673BA,630
04-07-2022,3079BA,762
04-07-2022,3576BA,12
04-07-2022,1163CA,65
04-07-2022,3619CA,162
04-07-2022,3358BA,3
04-07-2022,1214CA,152
04-07-2022,2923CA,4
04-07-2022,3053AA,16
04-07-2022,3423CA,2
04-07-2022,1993AA,505
05-07-2022,1499AA,90
05-07-2022,3365CA,4
05-07-2022,1971AA,19
05-07-2022,2212AA,2
05-07-2022,1497CA,20
05-07-2022,1206BA,40
05-07-2022,3143CA,4
05-07-2022,3533CA,2600
05-07-2022,2564BA,62
05-07-2022,3098AA,1
05-07-2022,1145BA,68
05-07-2022,2867AA,12
05-07-2022,1145BA,19
05-07-2022,2935BA,4
05-07-2022,3413AA,1
05-07-2022,3084CA,1
05-07-2022,1193BA,9
05-07-2022,2513CA,1
05-07-2022,3533CA,8000
05-07-2022,3177CA,67.5
05-07-2022,2621AA,1
05-07-2022,2291AA,182
05-07-2022,2025AA,35
05-07-2022,3084CA,1
05-07-2022,1906CA,1
05-07-2022,3551CA,105
06-07-2022,3053AA,289
06-07-2022,3084CA,1
06-07-2022,3075AA,1
06-07-2022,2988AA,2
06-07-2022,2396CA,636
06-07-2022,1083AA,4182
06-07-2022,1479CA,2
06-07-2022,1083AA,5000
06-07-2022,2013AA,0.5
06-07-2022,1403CA,1
06-07-2022,2041CA,4
06-07-2022,1163CA,16
06-07-2022,1971AA,42.5
06-07-2022,2646AA,120
06-07-2022,1266CA,1
06-07-2022,1992AA,190
06-07-2022,2331CA,102
06-07-2022,2025AA,15
06-07-2022,2498BA,4
06-07-2022,3407CA,12
06-07-2022,1077CA,30
06-07-2022,3075AA,2
06-07-2022,2935BA,6
06-07-2022,1464AA,2
06-07-2022,3404CA,12
06-07-2022,2938CA,14
06-07-2022,3177CA,56.25
06-07-2022,1379CA,7
06-07-2022,3413AA,2
06-07-2022,2564BA,220
06-07-2022,2277AA,491
06-07-2022,1514BA,1
06-07-2022,3399AA,1
06-07-2022,3027CA,1
06-07-2022,3404CA,16
06-07-2022,2513CA,1
06-07-2022,2673BA,1197
06-07-2022,3512AA,3000
06-07-2022,1994AA,395
06-07-2022,3053AA,21
06-07-2022,3079BA,18
06-07-2022,2935BA,16
07-07-2022,3404CA,10
07-07-2022,1499AA,20
07-07-2022,3138CA,4
07-07-2022,1479CA,18
07-07-2022,1499AA,150
07-07-2022,3160BA,5
07-07-2022,3365CA,40
07-07-2022,3494AA,60
07-07-2022,1382CA,7
07-07-2022,1116CA,1380
07-07-2022,3413AA,1
07-07-2022,2953BA,30
07-07-2022,1161AA,179
07-07-2022,3079BA,294
07-07-2022,1464AA,2
07-07-2022,2291AA,869
07-07-2022,1464AA,2
07-07-2022,2021CA,8
07-07-2022,3075AA,2
07-07-2022,2044CA,4
07-07-2022,1116CA,13729
07-07-2022,2632AA,550
07-07-2022,1116CA,175
07-07-2022,2840AA,2293
07-07-2022,3271CA,1
07-07-2022,1234BA,74
07-07-2022,1601AA,4
07-07-2022,1906CA,1
07-07-2022,3619CA,810
07-07-2022,3120BA,5
07-07-2022,2291AA,343
07-07-2022,2935BA,17
07-07-2022,2173CA,14
07-07-2022,2953BA,60
07-07-2022,3407CA,5
07-07-2022,3120BA,3
07-07-2022,3025CA,1
07-07-2022,2501CA,100
07-07-2022,2923CA,1
07-07-2022,1511CA,8
07-07-2022,1953AA,1
07-07-2022,3533CA,1000
07-07-2022,3177CA,56.25
07-07-2022,1116CA,8624
07-07-2022,3378CA,50
08-07-2022,1993AA,80
08-07-2022,1945AA,1
08-07-2022,3025CA,1
08-07-2022,2515BA,15
08-07-2022,3027CA,2
08-07-2022,3461CA,2
08-07-2022,1077CA,6673
08-07-2022,1379CA,9
08-07-2022,3413AA,10
08-07-2022,3407CA,5
08-07-2022,3053AA,32
08-07-2022,2317CA,1150
08-07-2022,1497CA,23
08-07-2022,1497CA,250
08-07-2022,1130AA,529
08-07-2022,3551CA,200
08-07-2022,2317CA,390
08-07-2022,1511CA,5
08-07-2022,1077CA,204
08-07-2022,3125AA,5
08-07-2022,1497CA,15
08-07-2022,2923CA,3
08-07-2022,1906CA,1
08-07-2022,1161AA,95
08-07-2022,1163CA,50
08-07-2022,3407CA,16
08-07-2022,2501CA,309
08-07-2022,1486CA,8
08-07-2022,1970CA,50
08-07-2022,3590BA,6
08-07-2022,3322AA,4806.6
08-07-2022,3619CA,2205
08-07-2022,2988AA,1
08-07-2022,2508BA,1
08-07-2022,2923CA,1
08-07-2022,3495CA,5
08-07-2022,2317CA,408
08-07-2022,2923CA,10
09-07-2022,2021CA,3
09-07-2022,2970CA,1
09-07-2022,3025CA,1
